Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP0622,168348,9001,Salaried,24,Married,4,847,4,0.37,55317,131241,977445,48,Personal,Urban,Postgraduate,Male,Govt,0
APP0623,74639,78784,Salaried,44,Single,3,561,1,0.61,132878,1665313,157966,84,Home,Semi-Urban,Undergraduate,Female,Self,0
APP0624,141939,36427,Self-Employed,51,Married,0,458,1,0.31,113745,1576103,4937491,36,Home,Rural,Graduate,Male,Self,0
APP0625,27310,31368,Salaried,31,Married,0,564,0,0.57,396374,527703,227297,120,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP0626,186239,70819,Salaried,57,Married,3,767,4,0.32,70950,478704,2839608,24,Education,Semi-Urban,Graduate,Male,Private,1
APP0627,122944,61160,Self-Employed,21,Single,0,501,4,0.64,64612,1911952,755906,180,Education,Urban,Postgraduate,Female,Private,0
APP0628,161463,25854,Salaried,29,Single,0,454,1,0.63,69873,1183132,1489977,120,Personal,Urban,Graduate,Male,Govt,1
APP0629,142013,10715,Salaried,37,Single,1,312,2,0.25,249469,1364707,380453,180,Education,Rural,Graduate,Male,Private,0
APP0630,161964,58784,Self-Employed,21,Single,4,596,0,0.58,120792,18225,4183230,24,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0631,96733,26797,Business,23,Married,4,797,4,0.56,222850,1129035,660784,36,Education,Semi-Urban,Graduate,Female,Private,0
APP0632,187214,47573,Salaried,46,Married,4,896,3,0.18,198074,1563358,4929932,48,Education,Urban,Postgraduate,Male,Private,0
APP0633,196751,76120,Salaried,51,Married,2,544,3,0.42,450724,1765040,810397,240,Business,Urban,Postgraduate,Male,Govt,0
APP0634,192687,14780,Salaried,46,Married,1,599,2,0.09,498936,283080,4354382,60,Business,Rural,Undergraduate,Female,Govt,0
APP0635,198625,37905,Salaried,43,Married,4,661,1,0.55,174451,1874620,1194818,84,Business,Urban,Graduate,Female,Govt,0
APP0636,129264,21573,Salaried,50,Single,4,653,1,0.15,391958,1002450,4011047,12,Education,Semi-Urban,Graduate,Female,Private,1
APP0637,99071,33359,Salaried,30,Married,1,820,1,0.09,20231,881965,493092,48,Personal,Urban,Graduate,Female,Self,1
APP0638,192074,66062,Salaried,28,Married,0,685,3,0.29,354529,1431597,3029631,48,Home,Semi-Urban,Undergraduate,Female,Private,0
APP0639,142611,73391,Salaried,45,Married,4,611,1,0.4,46163,364413,4933143,360,Education,Rural,Undergraduate,Female,Self,0
APP0640,90658,43463,Salaried,42,Married,0,713,3,0.56,389024,1612816,4139633,180,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP0641,29852,16571,Salaried,35,Single,4,577,2,0.63,429892,845377,825128,180,Education,Urban,Undergraduate,Male,Private,0
APP0642,25387,19142,Salaried,30,Married,3,892,0,0.31,354736,742759,4093910,360,Home,Semi-Urban,Postgraduate,Female,Govt,1
APP0643,147571,25104,Salaried,40,Married,2,655,4,0.09,373708,1316100,2811774,84,Education,Rural,Postgraduate,Male,Self,0
APP0644,117295,8625,Salaried,43,Single,4,824,2,0.5,259467,1754234,732701,180,Home,Semi-Urban,Graduate,Male,Private,0
APP0645,150381,39199,Business,21,Married,3,315,3,0.39,483699,1003750,3981212,240,Education,Rural,Postgraduate,Male,Govt,0
APP0646,59994,15926,Self-Employed,22,Married,1,344,2,0.32,60535,605109,1128181,60,Home,Semi-Urban,Graduate,Female,Private,0
APP0647,136912,31218,Self-Employed,39,Married,3,620,4,0.24,378096,1469052,1298756,12,Education,Rural,Undergraduate,Male,Private,0
APP0648,184797,44472,Self-Employed,34,Married,1,625,0,0.35,489792,1474671,3011790,12,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0649,151632,20566,Salaried,28,Single,4,447,4,0.25,182182,147215,2240527,24,Business,Urban,Postgraduate,Male,Self,0
APP0650,144210,56125,Salaried,58,Single,1,654,3,0.5,183050,836176,1978945,24,Education,Urban,Graduate,Male,Private,0
APP0651,76565,33205,Salaried,32,Married,3,535,4,0.38,226890,728309,2470056,60,Education,Urban,Graduate,Male,Private,0
APP0652,21312,29717,Self-Employed,46,Single,2,404,2,0.58,489953,1211226,1764185,120,Personal,Rural,Graduate,Male,Govt,0
APP0653,169277,49984,Self-Employed,47,Married,0,773,1,0.38,208441,1390982,1720411,120,Personal,Rural,Graduate,Male,Govt,1
APP0654,145882,25135,Salaried,49,Married,0,695,2,0.19,402968,1368051,1404559,48,Home,Semi-Urban,Graduate,Female,Govt,1
APP0655,162667,28164,Salaried,35,Married,2,745,3,0.56,29507,616839,3956165,48,Education,Urban,Undergraduate,Male,Govt,0
APP0656,107566,74489,Salaried,21,Married,0,519,0,0.38,483921,1898823,3759689,360,Home,Urban,Postgraduate,Female,Private,0
APP0657,41329,38562,Salaried,48,Married,4,741,4,0.17,129225,1557718,3509633,36,Business,Rural,Graduate,Female,Private,0
APP0658,88187,69110,Self-Employed,23,Single,4,327,0,0.42,259295,1120095,2681062,24,Personal,Semi-Urban,Graduate,Male,Govt,1
APP0659,95542,20169,Self-Employed,38,Single,3,774,3,0.26,115282,1198826,2195575,36,Home,Urban,Graduate,Female,Self,0
APP0660,128237,59858,Salaried,54,Married,3,604,4,0.56,439711,92526,809904,180,Home,Semi-Urban,Postgraduate,Male,Govt,1
APP0661,134476,21604,Business,52,Married,1,704,2,0.32,226538,731217,1146141,12,Personal,Urban,Postgraduate,Female,Private,1
APP0662,55645,684,Self-Employed,49,Married,3,812,2,0.49,196958,191269,1584038,48,Education,Urban,Undergraduate,Male,Govt,0
APP0663,107502,8007,Salaried,45,Married,4,801,3,0.11,337703,109365,3086126,120,Home,Semi-Urban,Graduate,Female,Private,0
APP0664,107310,41787,Salaried,46,Married,3,647,4,0.29,5982,521291,56220,60,Personal,Urban,Undergraduate,Male,Private,0
APP0665,89619,49582,Salaried,59,Married,0,539,2,0.64,215913,298510,3041992,24,Education,Rural,Undergraduate,Male,Private,0
APP0666,53513,74791,Salaried,28,Single,1,869,3,0.54,134128,446171,4860443,12,Business,Urban,Graduate,Male,Private,0
APP0667,28749,5782,Salaried,39,Married,1,636,3,0.15,414362,99830,4954418,84,Personal,Urban,Undergraduate,Female,Self,1
APP0668,181855,66770,Salaried,42,Married,4,325,0,0.22,252105,761573,1978337,60,Home,Urban,Graduate,Female,Govt,0
APP0669,80645,57645,Salaried,49,Married,3,708,2,0.25,190915,1876919,4371940,36,Business,Rural,Undergraduate,Male,Govt,1
APP0670,73175,31996,Salaried,53,Married,0,376,4,0.44,256762,1394142,2562873,240,Education,Semi-Urban,Graduate,Male,Govt,0
APP0671,168395,29204,Business,58,Married,3,516,2,0.5,81737,1626483,1913296,36,Education,Semi-Urban,Undergraduate,Male,Private,0
APP0672,70762,17152,Salaried,55,Single,2,627,2,0.5,87446,961800,2745932,24,Personal,Urban,Undergraduate,Female,Govt,0
APP0673,84222,55186,Salaried,23,Married,3,322,2,0.36,93567,809223,4525557,60,Personal,Urban,Undergraduate,Male,Self,1
APP0674,185565,19689,Salaried,39,Single,4,609,3,0.54,290780,1319021,3969144,240,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP0675,32213,50690,Business,30,Married,3,898,1,0.31,349994,1175442,2204478,180,Education,Rural,Graduate,Male,Private,1
APP0676,117367,57320,Salaried,47,Married,1,566,1,0.12,425548,1280306,3944605,84,Business,Rural,Graduate,Male,Private,0
APP0677,198002,64226,Salaried,35,Married,0,714,0,0.39,187506,1152199,399706,36,Education,Urban,Graduate,Male,Govt,1
APP0678,178785,56091,Business,31,Single,4,566,2,0.62,88866,491745,4625902,84,Home,Semi-Urban,Graduate,Male,Govt,0
APP0679,127157,79301,Business,46,Married,2,632,1,0.53,197343,374968,2390567,60,Education,Rural,Postgraduate,Male,Private,0
APP0680,52583,21942,Self-Employed,44,Single,0,749,0,0.4,67726,953283,3590765,12,Home,Urban,Graduate,Male,Private,0
APP0681,148792,38712,Salaried,33,Married,0,864,3,0.44,348045,561182,4683005,60,Business,Rural,Undergraduate,Female,Govt,0
APP0682,99944,65277,Salaried,52,Single,1,546,2,0.61,146180,1540709,3279285,120,Personal,Urban,Postgraduate,Male,Govt,0
APP0683,42369,49632,Self-Employed,57,Married,1,335,4,0.31,73896,866050,2334612,240,Personal,Rural,Undergraduate,Male,Self,0
APP0684,199000,38031,Business,24,Single,1,700,3,0.25,178625,966754,4254676,12,Education,Rural,Graduate,Male,Govt,0
APP0685,135844,20478,Self-Employed,33,Married,4,327,0,0.64,45880,1906002,4744204,36,Personal,Rural,Undergraduate,Male,Self,0
APP0686,39510,22551,Self-Employed,29,Single,3,519,3,0.57,250392,1090346,1198626,180,Business,Semi-Urban,Undergraduate,Male,Private,0
APP0687,32120,48068,Salaried,54,Married,0,705,4,0.24,319221,1595164,4577781,84,Personal,Urban,Graduate,Male,Private,0
APP0688,119847,35561,Self-Employed,57,Married,3,570,3,0.33,8625,642313,1936780,60,Education,Rural,Postgraduate,Male,Govt,0
APP0689,118575,2892,Salaried,27,Married,3,810,0,0.3,43237,1247883,4959334,360,Business,Urban,Postgraduate,Male,Govt,1
APP0690,149269,24395,Salaried,21,Single,1,585,4,0.14,6223,422701,145856,24,Home,Urban,Graduate,Male,Private,0
APP0691,25295,18756,Salaried,32,Married,3,753,4,0.62,195375,1955613,2571629,36,Education,Semi-Urban,Postgraduate,Male,Private,0
APP0692,40460,34651,Salaried,41,Single,0,616,3,0.29,70197,1088861,842539,24,Home,Rural,Graduate,Male,Private,0
APP0693,34963,66333,Salaried,31,Married,0,889,4,0.58,241486,1770491,272368,12,Business,Rural,Graduate,Male,Self,0
APP0694,97116,73745,Salaried,34,Married,2,596,3,0.16,341837,1166289,4452050,120,Education,Urban,Graduate,Female,Private,0
APP0695,47328,49306,Self-Employed,54,Married,4,637,2,0.38,116555,687831,1789204,36,Education,Rural,Graduate,Male,Govt,0
APP0696,104629,21346,Salaried,54,Single,3,606,4,0.06,304904,572959,1523400,120,Business,Semi-Urban,Graduate,Female,Govt,0
APP0697,144034,28024,Self-Employed,45,Single,4,727,3,0.51,477398,380360,2928137,120,Personal,Urban,Graduate,Male,Self,0
APP0698,41605,40818,Salaried,24,Single,4,650,2,0.4,377318,1855278,2885512,180,Education,Urban,Undergraduate,Female,Govt,0
APP0699,130901,5947,Salaried,46,Married,4,810,4,0.43,394336,1005655,698431,12,Education,Urban,Postgraduate,Female,Govt,1
APP0700,195885,75153,Salaried,36,Single,4,824,2,0.08,456182,644158,3429557,60,Home,Urban,Undergraduate,Male,Private,1
APP0701,197443,67428,Salaried,30,Single,0,791,4,0.18,296168,1176473,855064,360,Personal,Rural,Graduate,Female,Private,0
APP0702,128241,29754,Salaried,22,Married,3,893,0,0.09,468539,406914,324244,240,Home,Semi-Urban,Graduate,Male,Self,1
APP0703,67598,63355,Salaried,55,Single,2,308,0,0.22,290346,769814,3505802,120,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0704,92258,58241,Salaried,39,Single,4,796,3,0.43,386558,759242,4180093,12,Personal,Rural,Graduate,Female,Govt,0
APP0705,60969,68960,Business,26,Single,2,859,1,0.39,56524,1907273,2355129,180,Personal,Urban,Graduate,Female,Self,1
APP0706,187984,13418,Salaried,39,Single,0,860,0,0.42,179980,695089,519092,36,Business,Rural,Postgraduate,Male,Private,0
APP0707,189446,55184,Self-Employed,28,Married,0,739,1,0.38,434283,11171,128944,48,Personal,Semi-Urban,Graduate,Male,Private,1
APP0708,82784,4833,Salaried,34,Married,1,851,2,0.21,407576,1521275,2591208,48,Education,Rural,Postgraduate,Male,Private,1
APP0709,167000,75430,Self-Employed,30,Single,4,407,2,0.2,365372,1895692,2035449,360,Personal,Urban,Postgraduate,Male,Govt,0
APP0710,41274,41833,Self-Employed,23,Married,1,544,1,0.13,109755,448381,2034540,180,Business,Rural,Graduate,Female,Private,0
APP0711,149994,565,Self-Employed,58,Single,2,554,3,0.56,149013,49948,4860233,12,Business,Urban,Graduate,Male,Govt,0
APP0712,54416,40180,Salaried,49,Single,3,332,4,0.42,283137,559013,1094733,180,Business,Urban,Postgraduate,Male,Private,0
APP0713,120434,18402,Salaried,35,Single,1,322,1,0.16,19620,281594,1913618,240,Personal,Rural,Graduate,Male,Private,0
APP0714,180119,42845,Salaried,43,Single,0,865,1,0.16,390415,1455092,1774931,240,Personal,Urban,Graduate,Male,Private,0
APP0715,194428,75851,Business,43,Married,4,348,1,0.57,25193,912332,4514165,60,Home,Semi-Urban,Undergraduate,Male,Self,0
APP0716,188206,12834,Self-Employed,38,Married,2,761,1,0.5,318703,84600,1308515,48,Home,Semi-Urban,Graduate,Male,Govt,0
APP0717,71310,67850,Business,39,Married,0,889,1,0.45,288392,135513,4832614,48,Education,Semi-Urban,Postgraduate,Female,Private,0
APP0718,100758,37180,Salaried,48,Married,3,635,3,0.29,444068,111315,2331892,240,Home,Urban,Undergraduate,Female,Private,0
APP0719,163435,3883,Self-Employed,46,Married,4,657,0,0.21,403243,1985412,865982,180,Education,Urban,Graduate,Male,Govt,1
APP0720,195635,75587,Business,30,Married,3,421,4,0.64,330554,544403,4723671,360,Business,Urban,Graduate,Female,Private,0
APP0721,50628,11695,Salaried,24,Single,3,743,0,0.53,271404,1672269,1196615,360,Home,Semi-Urban,Graduate,Female,Private,0
APP0722,89672,23123,Salaried,22,Single,4,658,1,0.23,304740,1660268,3373180,120,Personal,Urban,Graduate,Female,Govt,1
APP0723,66246,58481,Self-Employed,23,Married,4,645,0,0.56,243148,1483789,3490672,36,Home,Urban,Graduate,Male,Private,0
APP0724,162233,73438,Self-Employed,27,Married,3,492,3,0.51,14012,1790087,1633750,48,Education,Urban,Postgraduate,Male,Govt,0
APP0725,109110,17573,Self-Employed,36,Single,2,715,2,0.23,30823,668975,3668558,240,Home,Urban,Graduate,Male,Private,1
APP0726,22810,56494,Salaried,51,Married,4,676,0,0.31,340995,670092,3396709,180,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP0727,91688,12288,Self-Employed,30,Married,0,762,4,0.16,52027,942871,1917540,12,Personal,Rural,Undergraduate,Male,Self,0
APP0728,85548,46978,Salaried,39,Married,1,445,3,0.12,214239,1683534,1211341,36,Education,Urban,Undergraduate,Male,Private,0
APP0729,31162,72420,Salaried,48,Married,2,777,2,0.48,350938,42738,2116776,360,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP0730,107858,76095,Salaried,37,Married,4,707,3,0.21,292243,1815232,978567,24,Personal,Semi-Urban,Graduate,Female,Private,0
APP0731,93535,54672,Self-Employed,48,Single,4,585,1,0.54,368571,132053,1383809,24,Education,Semi-Urban,Postgraduate,Male,Self,0
APP0732,158291,61821,Self-Employed,39,Married,2,410,2,0.65,304136,1242529,4693462,180,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP0733,90864,69224,Salaried,57,Married,1,349,4,0.1,387086,1238257,4165061,84,Personal,Semi-Urban,Graduate,Female,Govt,0
APP0734,154693,54796,Salaried,43,Married,3,313,2,0.33,495128,480306,4802177,84,Home,Semi-Urban,Graduate,Female,Private,0
APP0735,138371,44706,Business,40,Married,0,433,4,0.53,385030,343810,3136395,48,Personal,Urban,Undergraduate,Female,Self,0
APP0736,109792,4023,Salaried,33,Single,4,887,1,0.52,147049,1919359,2861516,12,Personal,Semi-Urban,Graduate,Female,Private,0
APP0737,195505,36735,Self-Employed,33,Single,1,895,4,0.51,454450,1974646,1348898,120,Personal,Semi-Urban,Graduate,Male,Private,0
APP0738,86188,72959,Salaried,31,Single,0,642,3,0.26,228302,1533657,4494787,180,Personal,Urban,Graduate,Female,Self,0
APP0739,101718,39218,Salaried,35,Married,2,585,0,0.32,183448,1775821,4246742,24,Education,Urban,Graduate,Male,Self,0
APP0740,56558,12213,Salaried,37,Single,4,613,3,0.41,432194,511801,466428,24,Business,Rural,Undergraduate,Male,Self,0
APP0741,148938,28460,Salaried,48,Single,3,596,3,0.63,14218,10728,4709697,12,Home,Semi-Urban,Postgraduate,Male,Govt,0
APP0742,166731,64680,Self-Employed,39,Single,2,868,2,0.25,288932,892284,850458,48,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP0743,54413,31017,Salaried,24,Married,4,463,1,0.6,25501,1918919,1480888,84,Personal,Rural,Graduate,Male,Private,0
APP0744,30435,30990,Salaried,42,Married,1,796,0,0.21,214061,117616,1936006,60,Education,Semi-Urban,Graduate,Male,Private,1
APP0745,48067,19515,Business,42,Married,0,315,4,0.64,108733,218422,1023248,48,Business,Semi-Urban,Graduate,Female,Private,0
APP0746,107794,29991,Salaried,57,Single,0,643,2,0.45,282354,822646,2198191,48,Personal,Rural,Graduate,Male,Govt,0
APP0747,113823,7634,Salaried,59,Married,4,377,1,0.33,133476,1038967,2852343,360,Education,Rural,Graduate,Male,Private,0
APP0748,89224,77034,Business,54,Married,2,645,0,0.42,341369,189007,739963,120,Home,Semi-Urban,Postgraduate,Female,Private,0
APP0749,21379,76452,Self-Employed,53,Single,3,371,3,0.21,181561,742441,1083687,120,Home,Semi-Urban,Graduate,Male,Govt,0
APP0750,122547,29377,Salaried,53,Single,1,569,1,0.21,228989,307732,3426848,24,Personal,Urban,Postgraduate,Male,Private,0
APP0751,128541,33001,Business,32,Single,4,586,1,0.12,330865,1198601,626435,120,Personal,Rural,Graduate,Female,Govt,0
APP0752,178696,1391,Self-Employed,22,Married,1,365,1,0.12,493260,854840,1125091,24,Business,Semi-Urban,Graduate,Male,Private,1
APP0753,134634,65206,Salaried,48,Single,0,367,3,0.26,440869,296247,2118051,48,Business,Urban,Graduate,Male,Govt,0
APP0754,148701,42215,Salaried,30,Married,3,492,4,0.51,484894,1119525,2860909,12,Personal,Rural,Undergraduate,Female,Private,0
APP0755,77745,79720,Self-Employed,42,Married,1,354,2,0.41,177022,1274453,1322791,60,Education,Semi-Urban,Undergraduate,Male,Private,0
APP0756,123915,27114,Self-Employed,37,Married,4,678,4,0.11,144988,966768,4734377,12,Business,Urban,Undergraduate,Male,Private,0
APP0757,163588,11882,Salaried,46,Married,3,467,0,0.56,201983,1724092,939515,48,Personal,Semi-Urban,Graduate,Female,Private,0
APP0758,149560,17273,Business,23,Married,2,708,2,0.41,36449,1061999,3514780,240,Business,Semi-Urban,Graduate,Female,Self,0
APP0759,175915,45647,Self-Employed,27,Single,4,807,0,0.63,356477,300206,1555859,180,Personal,Rural,Postgraduate,Male,Govt,0
APP0760,156984,64892,Salaried,28,Married,1,836,3,0.45,287926,698165,1547488,84,Home,Urban,Graduate,Male,Govt,0
APP0761,172586,42679,Salaried,40,Single,3,401,4,0.16,490780,1836995,2034509,180,Personal,Rural,Undergraduate,Male,Self,0
APP0762,179869,427,Salaried,32,Married,4,721,1,0.33,287387,62979,930480,60,Home,Semi-Urban,Graduate,Male,Govt,0
APP0763,157521,66267,Self-Employed,55,Married,3,777,2,0.44,34379,1872605,1306324,120,Business,Urban,Graduate,Male,Self,0
APP0764,152797,799,Salaried,37,Married,3,419,1,0.07,42780,83905,2817359,180,Personal,Rural,Graduate,Male,Self,0
APP0765,101406,55659,Self-Employed,48,Married,3,590,0,0.06,428956,1731804,2849703,120,Business,Semi-Urban,Graduate,Female,Private,0
APP0766,29304,7025,Self-Employed,30,Married,1,787,1,0.13,119944,1125546,4016416,48,Home,Urban,Postgraduate,Male,Self,1
APP0767,145555,14481,Business,42,Married,4,460,1,0.2,263446,63805,963457,60,Personal,Semi-Urban,Graduate,Male,Govt,0
APP0768,164735,25411,Salaried,58,Married,0,377,3,0.31,287128,119779,1520566,360,Business,Rural,Graduate,Male,Private,0
APP0769,90320,14961,Self-Employed,53,Married,0,337,3,0.34,5050,1521876,701631,84,Home,Urban,Graduate,Female,Private,0
APP0770,114488,21767,Salaried,42,Married,1,693,4,0.13,404806,409852,1862146,84,Business,Urban,Graduate,Male,Private,0
APP0771,95591,51690,Self-Employed,57,Single,1,740,0,0.45,45205,581755,917595,240,Education,Urban,Postgraduate,Male,Self,0
APP0772,115044,52870,Salaried,33,Married,3,839,3,0.41,282306,491135,3385564,360,Home,Urban,Undergraduate,Female,Govt,0
APP0773,163748,36135,Salaried,47,Single,4,761,3,0.23,316890,1680596,2203947,24,Home,Rural,Undergraduate,Male,Private,0
APP0774,45192,64514,Self-Employed,35,Single,4,593,4,0.06,149177,148079,737693,84,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0775,175794,78798,Salaried,42,Single,2,699,2,0.1,435715,363604,3440348,36,Personal,Urban,Graduate,Male,Private,1
APP0776,158518,70765,Salaried,50,Single,2,391,4,0.29,434857,488963,3231807,24,Personal,Urban,Postgraduate,Male,Private,0
APP0777,139304,23772,Self-Employed,57,Married,0,305,1,0.14,16628,732224,3279953,84,Personal,Urban,Graduate,Male,Private,0
APP0778,155797,18799,Self-Employed,54,Single,2,570,1,0.28,178104,396605,338715,48,Education,Rural,Graduate,Male,Self,0
APP0779,108207,23555,Self-Employed,54,Single,2,858,3,0.43,463245,1166681,3246847,60,Education,Urban,Undergraduate,Male,Govt,0
APP0780,93741,19333,Self-Employed,55,Married,0,398,3,0.38,305660,1173111,320153,60,Home,Rural,Graduate,Male,Self,0
APP0781,36365,4261,Salaried,39,Married,0,825,4,0.19,354301,1320178,1602323,36,Education,Semi-Urban,Undergraduate,Female,Private,0
APP0782,85792,69002,Salaried,28,Married,2,493,4,0.26,399692,1641345,350374,48,Business,Urban,Graduate,Female,Private,0
APP0783,166776,46553,Salaried,59,Single,4,456,0,0.42,124558,599176,1209940,36,Home,Rural,Postgraduate,Female,Private,0
APP0784,70575,3088,Salaried,53,Single,2,414,1,0.57,307944,600310,1416769,120,Home,Semi-Urban,Postgraduate,Female,Govt,0
APP0785,180974,45783,Business,48,Married,3,695,4,0.5,40788,1221048,3581145,12,Business,Semi-Urban,Undergraduate,Male,Private,1
APP0786,139641,1115,Self-Employed,57,Married,3,821,2,0.38,125754,1640492,2528762,84,Home,Rural,Postgraduate,Female,Self,1
APP0787,152267,70114,Salaried,45,Married,3,513,0,0.27,488189,707217,1790434,48,Education,Urban,Postgraduate,Male,Private,0
APP0788,73517,68126,Salaried,56,Married,1,832,4,0.27,293384,1216175,4887645,12,Personal,Urban,Graduate,Female,Self,0
APP0789,54012,72908,Business,37,Single,3,314,3,0.58,409138,1643512,688100,12,Business,Semi-Urban,Postgraduate,Female,Private,0
APP0790,162487,69109,Salaried,44,Married,4,718,4,0.07,331342,803369,2448487,60,Education,Urban,Graduate,Female,Govt,0
APP0791,190606,2978,Self-Employed,41,Married,1,667,3,0.64,325883,693032,4429829,60,Business,Urban,Postgraduate,Female,Private,0
APP0792,41686,9422,Salaried,22,Married,1,512,3,0.45,209674,1815498,3208181,360,Business,Urban,Postgraduate,Male,Self,0
APP0793,179815,43626,Self-Employed,51,Single,3,304,1,0.46,279233,525400,4818585,120,Home,Urban,Postgraduate,Male,Private,0
APP0794,52161,56174,Salaried,53,Married,2,530,1,0.07,37600,490492,3568652,48,Home,Rural,Graduate,Male,Self,0
APP0795,22402,37743,Business,50,Single,0,500,4,0.41,182248,1530809,2192858,240,Education,Urban,Graduate,Male,Self,0
APP0796,83190,70461,Business,32,Married,2,701,4,0.34,275311,1883363,1272465,48,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0797,33275,57199,Self-Employed,32,Married,2,448,2,0.11,345496,75561,2080624,120,Home,Semi-Urban,Graduate,Male,Govt,1
APP0798,179254,29430,Self-Employed,44,Married,1,883,0,0.22,419380,1213730,1714298,60,Home,Semi-Urban,Graduate,Female,Private,1
APP0799,34915,28834,Business,44,Married,1,791,0,0.58,353109,642469,3906798,60,Business,Urban,Graduate,Male,Private,0
APP0800,20909,24435,Self-Employed,31,Married,1,525,4,0.38,392684,584770,625087,84,Education,Rural,Undergraduate,Female,Private,0
APP0801,134110,55797,Salaried,33,Single,4,885,1,0.3,236609,1651962,3397950,180,Education,Urban,Postgraduate,Female,Private,1
APP0802,85908,43554,Self-Employed,47,Single,4,468,2,0.09,298559,404520,2506675,60,Business,Rural,Graduate,Female,Private,0
APP0803,147337,54555,Self-Employed,28,Single,0,451,0,0.48,471869,909410,3830003,36,Education,Rural,Graduate,Female,Private,0
APP0804,42620,14716,Salaried,30,Married,1,523,4,0.47,76895,56625,3141879,84,Home,Semi-Urban,Graduate,Male,Private,0
APP0805,54112,60261,Self-Employed,28,Single,3,803,1,0.42,347044,990055,4772393,24,Business,Semi-Urban,Postgraduate,Female,Private,0
APP0806,22431,27528,Business,40,Married,1,849,1,0.36,238573,1435079,2973728,180,Home,Semi-Urban,Postgraduate,Female,Private,1
APP0807,106590,1995,Business,28,Married,4,343,1,0.31,99330,333390,2812660,180,Personal,Urban,Graduate,Male,Private,0
APP0808,82175,22414,Salaried,29,Married,1,803,3,0.41,474045,1323308,3016403,36,Personal,Rural,Graduate,Male,Private,0
APP0809,137472,13844,Salaried,27,Married,4,540,1,0.19,63650,902342,725221,180,Education,Rural,Graduate,Female,Self,0
APP0810,52624,36659,Business,34,Single,1,650,4,0.61,457197,128658,3349280,240,Personal,Urban,Postgraduate,Male,Private,1
APP0811,81264,15522,Self-Employed,48,Married,3,322,2,0.4,473084,545255,2165789,60,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0812,133766,74034,Salaried,22,Married,0,897,4,0.24,5615,392297,1552096,60,Personal,Rural,Graduate,Female,Private,0
APP0813,183030,42322,Business,28,Single,3,342,1,0.32,181684,1004944,1670295,84,Home,Rural,Graduate,Male,Private,0
APP0814,152767,67638,Business,33,Married,4,765,2,0.53,345081,1334976,4868529,120,Education,Semi-Urban,Graduate,Male,Private,0
APP0815,120211,8524,Salaried,41,Married,2,339,0,0.15,252326,713708,4562620,36,Education,Semi-Urban,Undergraduate,Female,Self,0
APP0816,139502,30846,Self-Employed,48,Married,3,602,0,0.23,309080,1991132,1124013,60,Home,Urban,Graduate,Male,Private,0
APP0817,64225,73643,Salaried,55,Single,1,474,4,0.46,165444,914553,3597093,12,Personal,Rural,Postgraduate,Male,Private,1
APP0818,152475,60096,Salaried,43,Single,0,831,2,0.24,374956,1784908,3603615,360,Education,Urban,Postgraduate,Male,Private,1
APP0819,189708,47703,Salaried,35,Married,1,760,4,0.53,335019,1791287,4740525,60,Business,Semi-Urban,Graduate,Male,Govt,0
APP0820,30839,24399,Self-Employed,22,Married,1,492,2,0.13,86782,713839,73119,48,Education,Urban,Graduate,Female,Private,0
APP0821,198901,75160,Salaried,32,Married,3,543,2,0.51,66700,1915740,751477,12,Personal,Urban,Graduate,Male,Private,0
APP0822,160302,48591,Salaried,56,Single,0,579,4,0.09,13109,1501992,1508071,120,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0823,71977,20714,Salaried,23,Married,2,335,2,0.06,28758,738985,280882,12,Personal,Rural,Postgraduate,Male,Private,1
APP0824,191304,35877,Salaried,25,Married,1,856,1,0.59,224699,476356,526113,180,Home,Urban,Postgraduate,Male,Govt,0
APP0825,133050,78018,Business,23,Married,0,839,2,0.4,375736,654433,1683669,360,Business,Semi-Urban,Postgraduate,Female,Govt,0
APP0826,45651,59136,Salaried,39,Married,2,453,2,0.26,18317,1444298,1116777,24,Personal,Urban,Graduate,Female,Self,0
APP0827,117919,33414,Salaried,22,Married,1,322,4,0.19,480514,98120,2175786,360,Business,Urban,Undergraduate,Male,Private,0
APP0828,59963,78943,Self-Employed,57,Single,0,390,0,0.42,205073,1724645,2030840,60,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP0829,137776,45468,Salaried,37,Married,3,689,3,0.36,449639,713895,2455071,84,Business,Semi-Urban,Graduate,Male,Govt,0
